mean,std_dev,min,max,median,label
8464317.820316752,247539055.5519248,-22000000.0,8200000000.0,4.695,NEUTRAL
1020616315234.924,29639103553519.137,-1400000000000.0,895000000000000.0,1.9849999999999999,NEGATIVE
5153906416368.656,150028666977540.03,-5790000000000.0,4690000000000000.0,6.18,NEGATIVE
40237897.33884779,1298437550.2593355,-285000000.0,50200000000.0,4.375,NEUTRAL
565246075480.6775,16586955661374.713,-21900.0,555000000000000.0,1.475,NEGATIVE
22506424.571029022,648477250.7566904,-204000.0,18900000000.0,6.0,NEUTRAL
1191907013727.692,34682614519733.582,-1450000000000.0,1080000000000000.0,-4.35,POSITIVE
4113519822510.7476,119406456368769.77,-5240000000000.0,3570000000000000.0,0.231,NEGATIVE
7923940245187.866,231916651029273.12,-9110000000000.0,7550000000000000.0,1.71,NEGATIVE
25424336.52911957,730209803.8290269,-96500000.0,26100000000.0,6.44,NEUTRAL
35959537.747719,996260033.581206,-26400000.0,29000000000.0,5.97,NEUTRAL
2451448837.2075143,74725672002.90518,-14600000000.0,2730000000000.0,3.62,NEUTRAL
27219656.950360417,834418503.1811032,-4720000.0,31300000000.0,2.5149999999999997,POSITIVE
531060313.6895688,11804749248.121603,-11600000.0,327000000000.0,-258.0,NEGATIVE
143184288841.8192,4156747481112.506,-259000000000.0,122000000000000.0,-92.15,NEGATIVE
3844976012653.5244,117927737008950.58,-2210000000000.0,4350000000000000.0,-2.045,POSITIVE
1272486548418.0032,37163075824631.69,-283000000.0,1210000000000000.0,-1.745,POSITIVE
21771231.70257403,696141632.5116272,-5760000.0,27200000000.0,1.14,POSITIVE
4899140159710.975,142314159107199.53,-5600000000000.0,4340000000000000.0,-3.7199999999999998,NEGATIVE
854588443958.6621,24914622401462.668,-1250000000000.0,788000000000000.0,-1.5750000000000002,POSITIVE
41260671021.36443,1196990631487.791,-71100000000.0,35100000000000.0,-55.3,NEGATIVE
17659769.48901013,514696155.2520681,-82400000.0,15700000000.0,4.82,NEUTRAL
36281633.27581963,1272540881.1439018,-276000000.0,51200000000.0,9.96,NEUTRAL
135798484005.352,3932805553247.9146,-126000000.0,116000000000000.0,-49.6,NEGATIVE
55650583.96253762,1617043332.770457,-285000000.0,48500000000.0,6.93,NEUTRAL
25223828.780694876,754204612.3606895,-2760000.0,28000000000.0,-1.9449999999999998,POSITIVE
1009199797.9710952,29860471723.814632,-6940000000.0,1060000000000.0,4.83,NEUTRAL
14003555.187393118,391061379.2634019,-3600000.0,13400000000.0,5.09,POSITIVE
44646409.645609036,1043195576.6422684,-1440000.0,28500000000.0,2.8099999999999996,POSITIVE
60819064677.95577,1336458745373.8657,-73900000000.0,37200000000000.0,20.0,POSITIVE
1842275844972.367,54524371599212.77,-2900000000000.0,1860000000000000.0,1.38,POSITIVE
995784875895.0359,28905269986691.84,-1620000000000.0,839000000000000.0,-9.04,NEGATIVE
7733989.889745118,224722938.59722728,-46300000.0,6940000000.0,5.42,NEUTRAL
33263883.993518844,951601277.1439724,-125000000.0,35500000000.0,5.98,POSITIVE
668379701.6520914,18081846550.39779,-3810000000.0,569000000000.0,-0.915,POSITIVE
712786284625.9912,20705120009636.152,-350000000000.0,638000000000000.0,-71.2,NEGATIVE
13736533.660452614,384718555.912706,-743000.0,11300000000.0,2.42,POSITIVE
24480045.79519958,783177966.1214973,-26100000.0,30200000000.0,6.7,NEUTRAL
922443975387.6965,26796973845599.17,-387000000000.0,829000000000000.0,4.46,NEGATIVE
24042490.23127663,687070826.6924275,-91200000.0,20700000000.0,5.529999999999999,POSITIVE
13931791.36727054,441032741.912147,-109000000.0,17600000000.0,0.857,NEUTRAL
578725034154.1055,17032405952264.16,-546000000000.0,571000000000000.0,-0.751,NEGATIVE
13429182.907925885,391618380.9885962,-49700000.0,12400000000.0,7.755,NEUTRAL
13216748.282556152,382556114.9372234,-12000.0,12000000000.0,5.96,NEUTRAL
145645790174.39783,4238105741214.452,-207000000000.0,132000000000000.0,-12.15,NEGATIVE
6428487753437.879,187842402422757.2,-5530000000000.0,6070000000000000.0,0.8835,NEGATIVE
38950223.30473364,1119364215.1500075,-139000000.0,34200000000.0,1.22,POSITIVE
15449572.65439158,430646289.24733543,-54400000.0,13300000000.0,1.9649999999999999,POSITIVE
1307648890.379688,39504243676.24198,-6780000000.0,1440000000000.0,14.8,NEUTRAL
7757445.8201337475,221940529.44437104,-23000000.0,7490000000.0,4.9,NEUTRAL
18376715.91219811,549416451.7740968,-61900000.0,19600000000.0,5.9350000000000005,NEUTRAL
20003047.83943165,562856369.7863337,-7080000.0,17000000000.0,0.0064800000000000005,POSITIVE
1138979587265.4429,33047909435283.293,-1410000000000.0,972000000000000.0,1.23,NEGATIVE
14280033.656445296,415983473.04519266,-18700000.0,13200000000.0,4.905,NEUTRAL
12088282.716526268,341150305.29231215,-48500000.0,10500000000.0,8.06,NEUTRAL
2983734020161.8286,86732325567491.1,-4140000000000.0,2660000000000000.0,0.28150000000000003,NEGATIVE
9574091.342555013,286171143.0291903,-39400000.0,10100000000.0,5.63,NEUTRAL
6123255.483263533,102756112.53673904,-6540000.0,2070000000.0,-13.3,POSITIVE
2603626236723.816,75559573531587.52,-3040000000000.0,2240000000000000.0,2.335,POSITIVE
21580751.17735004,628493393.6878121,-61900000.0,21300000000.0,3.825,NEUTRAL
653598735897.476,18850403348034.47,-6550000000.0,547000000000000.0,-3.8099999999999996,NEGATIVE
41532862.47472317,1200078398.1271935,-5550000.0,39600000000.0,3.14,POSITIVE
25876444.480140414,733468314.8794122,-12600000.0,21900000000.0,5.48,NEUTRAL
26059578.964427885,756185954.1711137,-37000000.0,22900000000.0,5.085,NEUTRAL
189326885357.08682,5527654492446.921,-19300000000.0,179000000000000.0,3.635,NEGATIVE
87892858.37504604,2814327616.1731725,-951000000.0,113000000000.0,0.6565000000000001,POSITIVE
1496324496990.2217,43305523688384.16,-780000000.0,1290000000000000.0,-33.1,NEGATIVE
2624479907639.3184,76296531360589.98,-498000000000.0,2380000000000000.0,-64.25,NEGATIVE
24302467296301.18,783741979390774.8,-28500000.0,3.04e+16,0.109,POSITIVE
13071472.80141787,382645184.05683225,-36000000.0,12500000000.0,7.525,NEUTRAL
195419233873.70874,6302165505712.798,-48400000.0,245000000000000.0,-182.0,NEGATIVE
23122402.225424193,733999279.3488177,-55100000.0,28400000000.0,2.69,POSITIVE
41186489.66989487,1161326022.480092,-125000000.0,35500000000.0,5.365,POSITIVE
16097099.948664272,475580109.7120309,-41600000.0,16300000000.0,5.5649999999999995,NEUTRAL
23243432.57011117,701024810.9204446,-121000000.0,25100000000.0,7.43,NEUTRAL
5367151.233597092,128071051.58244485,-50100000.0,4510000000.0,0.0042,POSITIVE
314104127919.9057,12881918563417.709,-1090000000000.0,528000000000000.0,-12.6,POSITIVE
7145637.9690087605,168434641.8611949,-30400000.0,4800000000.0,-1.165,POSITIVE
64895033.727476135,1783686584.2153916,-315000000.0,54200000000.0,8.33,NEUTRAL
13747451.650921518,402054236.8929406,-31400.0,13400000000.0,6.33,NEUTRAL
9162259224449.307,265618720046494.0,-4470000000000.0,7800000000000000.0,3.21,NEGATIVE
16190862.68823795,475148236.46884793,-102000000.0,15500000000.0,4.145,NEUTRAL
1703144691364.6245,49905973354843.34,-283000000.0,1650000000000000.0,-2.0,POSITIVE
78931093.57660386,2323726834.8551693,-494000000.0,77000000000.0,0.9,POSITIVE
16430878.525120322,470100750.19302404,-4950000.0,15000000000.0,13.45,NEUTRAL
503870735537.1549,14637644083377.975,-115000000.0,457000000000000.0,0.42500000000000004,NEGATIVE
17207410.855076518,499096570.1708518,-40300000.0,15200000000.0,5.165,NEUTRAL
19842287.280151416,613921647.2330217,-85700000.0,23100000000.0,6.8149999999999995,NEUTRAL
512633708235.0086,14855499359266.943,-41500000000.0,443000000000000.0,1.67,NEGATIVE
11886556.485423567,358221386.8365099,-8840.0,12900000000.0,6.925,NEUTRAL
1040301745651.0298,30267137611944.516,-152000000.0,957000000000000.0,-2.12,NEGATIVE
452162146856.6516,13138055772414.957,-248000000.0,412000000000000.0,-49.0,NEGATIVE
15508946.851643937,448154184.7175822,-12600000.0,14000000000.0,11.5,NEUTRAL
242726453.21928522,7762874970.309267,-1220000000.0,313000000000.0,5.23,POSITIVE
30985651099.508133,1227476273558.6917,-5020000000.0,50300000000000.0,17.95,NEUTRAL
543775397557.12537,15728798463611.283,-136000000.0,456000000000000.0,-4.4,NEGATIVE
10683981299950.63,308886974433058.2,-10300000000000.0,8980000000000000.0,2.235,NEGATIVE
16614961.788284274,487341421.8902389,-89400000.0,15900000000.0,6.19,NEUTRAL
22767936.46065615,657745645.2093041,-28900.0,19900000000.0,7.640000000000001,NEUTRAL
7944570289654.184,230455186639982.6,-872000.0,7130000000000000.0,-2.965,NEGATIVE
257020637309.51416,7455019662117.533,-20100000.0,232000000000000.0,-46.45,POSITIVE
19210697.347429793,564904850.7837683,-106000000.0,18600000000.0,5.94,NEUTRAL
12012833.718973126,348535519.61726344,-34900000.0,10400000000.0,6.609999999999999,NEUTRAL
1141364864.0344856,23743784598.13755,-3980000000.0,608000000000.0,8.73,NEUTRAL
115710068141.28519,2299303448831.765,-191000000000.0,62200000000000.0,7.075,POSITIVE
193665084570.4571,5621686410010.989,-103000000.0,175000000000000.0,-80.8,POSITIVE
1904598670658.4883,55193130691862.1,-900000000000.0,1620000000000000.0,-0.036905,NEGATIVE
26968116.203517023,779915707.3861703,-36100000.0,23300000000.0,6.2,NEUTRAL
87523160.42497686,2527239944.6693516,-444000000.0,79200000000.0,5.234999999999999,POSITIVE
174960057893.0353,5413139629517.606,-73700000000.0,202000000000000.0,-0.625,NEGATIVE
8894307259.469454,256823528614.75348,-25300000000.0,8630000000000.0,15.7,POSITIVE
51497026.011965305,1500066026.6733341,-337000.0,48900000000.0,5.54,NEUTRAL
12839480639527.42,373100504068705.44,-15400000000000.0,1.14e+16,6.42,NEGATIVE
11035112.15203181,327073462.24251795,-18600000.0,11300000000.0,6.824999999999999,NEUTRAL
12881478.885160046,332150006.66110075,-1460000.0,11000000000.0,0.42100000000000004,POSITIVE
25300335.741164222,599706846.8796729,-9290000.0,19300000000.0,6.51,POSITIVE
1115197575906.6492,32417179812167.9,-9210000.0,1030000000000000.0,-0.0694,NEGATIVE
20263241.07723255,581216676.608723,-31700.0,16900000000.0,2.33,POSITIVE
33273641.412292693,1212443597.4644506,-318000000.0,49200000000.0,4.955,NEUTRAL
8781649.808851076,257766062.11615235,-25000000.0,8630000000.0,6.985,NEUTRAL
1104814428686.703,31976230836146.816,-142000000.0,958000000000000.0,-49.7,NEGATIVE
3720614230369.617,108599261236167.48,-5390000000000.0,3470000000000000.0,1.46,POSITIVE
47469206.372868024,1111464219.738899,-205000000.0,35300000000.0,5.484999999999999,POSITIVE
19484794.973709006,579404964.9297022,-29100000.0,20200000000.0,8.5,NEUTRAL
117073697095.46356,4806331250960.531,-517000000000.0,197000000000000.0,-14.2,POSITIVE
117287250122.97731,3396974125260.5957,-79600000.0,101000000000000.0,-52.099999999999994,NEGATIVE
6552361863068.532,218377217777062.8,-1690000000000.0,8630000000000000.0,-26.6,NEGATIVE
57312338986.05753,1675980563119.397,-766000000.0,55800000000000.0,-197.0,NEGATIVE
732774295575.9991,21197122531364.535,-23500000.0,621000000000000.0,1.42,NEGATIVE
20300513.909122366,561431996.1222681,-24500000.0,17000000000.0,2.5549999999999997,POSITIVE
320549100621.40173,9380847676218.125,-270000000000.0,306000000000000.0,0.39949999999999997,POSITIVE
40162161.209226795,1384386563.124031,-325000000.0,55400000000.0,7.640000000000001,NEUTRAL
15379608.894332876,483542942.4840961,-125000000.0,18300000000.0,6.33,NEUTRAL
12913567.11829826,390936050.309859,-85900000.0,14100000000.0,6.78,NEUTRAL
41857096.04349762,1170368732.5621777,-170000000.0,34800000000.0,9.11,NEUTRAL
25175189.300170746,747722020.902998,-58000000.0,25900000000.0,8.355,NEUTRAL
486336915.5048387,11676073071.831566,-2680000000.0,375000000000.0,9.09,NEUTRAL
46700165.66778142,1347274333.3048954,-3430000.0,39900000000.0,9.16,NEUTRAL
397855111.3842182,14933906211.633625,-3690000000.0,611000000000.0,1.025,POSITIVE
15731801.791559951,454322471.6805971,-13800.0,13900000000.0,7.75,NEUTRAL
18256398.535867028,520506598.5976256,-102000000.0,17900000000.0,3.7,POSITIVE
15637471.203280395,441659026.3331606,-4280000.0,13900000000.0,2.09,POSITIVE
1508454076135.9182,43881680098632.86,-60400000.0,1400000000000000.0,-31.7,NEGATIVE
12318499.311491147,348569148.1114206,-738000.0,11000000000.0,0.981,POSITIVE
103228180951.2044,3170242943625.029,-175000000000.0,117000000000000.0,-1.45,POSITIVE
8749328.308970237,253733651.27316543,-20600000.0,7480000000.0,3.605,NEUTRAL
9193427378311.123,266703708130885.16,-9110000000000.0,7910000000000000.0,0.29300000000000004,NEGATIVE
388095651702.5657,11366244480082.025,-685000000000.0,371000000000000.0,-0.5275000000000001,NEGATIVE
1974203320838.9658,47332532109276.9,-2380000000000.0,1400000000000000.0,26.45,POSITIVE
55902294.05776035,1183008810.672337,-72900000.0,32600000000.0,14.350000000000001,POSITIVE
7699480480.977465,158694314482.3018,-16900000000.0,3710000000000.0,1.85,POSITIVE
19120550.10654031,655516260.4199756,-39400000.0,26200000000.0,6.91,NEUTRAL
1728334758672.9492,50186001921327.445,-455000000.0,1570000000000000.0,1.96,NEGATIVE
30021624.95133631,873293526.5601437,-100000000.0,27100000000.0,4.79,NEUTRAL
14826845.537632607,385959284.51565975,-59400000.0,11300000000.0,-1.18,POSITIVE
9311843.67701018,275907571.20741284,-64200000.0,9680000000.0,5.15,NEUTRAL
23511255.95450815,700463136.3803172,-176000000.0,26500000000.0,1.16,POSITIVE
13787879.522620209,401938570.4187063,-12600.0,13500000000.0,6.66,NEUTRAL
657572492.1837419,18439684702.908794,-3810000000.0,551000000000.0,-0.412,POSITIVE
290021503263.7628,8622440709701.22,-35100000000.0,300000000000000.0,-39.6,POSITIVE
283569467329.38855,8234583326506.136,-447000000000.0,249000000000000.0,1.53,NEGATIVE
3462790087961.4873,102926967364896.89,-2090000000000.0,3570000000000000.0,15.4,POSITIVE
3514702803100.0522,102510066373177.72,-70900000.0,3310000000000000.0,-0.7364999999999999,NEGATIVE
654830959.2505732,16491935440.597654,-2070000000.0,548000000000.0,4.4350000000000005,POSITIVE
3271479541189.5054,100590364888914.16,-3030000000000.0,3720000000000000.0,-0.7035,POSITIVE
32259089402.92169,659455301797.7993,-49800000000.0,13700000000000.0,16.4,NEUTRAL
11162237.232574267,338052112.04800963,-413000.0,12400000000.0,8.024999999999999,NEUTRAL
808867886442.958,23947798405856.85,-751000000000.0,820000000000000.0,0.739,NEGATIVE
150565284123.70206,4687863212181.888,-224000000000.0,176000000000000.0,0.9784999999999999,NEGATIVE
1313805315.4444356,37601595773.05269,-5290000000.0,1220000000000.0,4.140000000000001,POSITIVE
2521409151765.969,73294941879022.55,-47800000.0,2320000000000000.0,-1.085,NEGATIVE
14785634.944653349,445288138.43481827,-79900000.0,15900000000.0,9.26,NEUTRAL
4759816192333.809,137987632722356.39,-2340000000000.0,4060000000000000.0,-7.234999999999999,NEGATIVE
17225080.31915273,571453679.4380448,-114000000.0,22800000000.0,3.51,POSITIVE
16318811.334279234,475941611.42332065,-57200000.0,14900000000.0,6.0600000000000005,NEUTRAL
16825990.77201135,429854479.98177457,-53200000.0,14000000000.0,7.41,NEUTRAL
13776054.988326542,418447782.50091815,-13800.0,15300000000.0,5.95,NEUTRAL
868778609969.9113,25317735105438.113,-1110000000000.0,802000000000000.0,1.145,NEGATIVE
19973283.62747538,542317959.4047594,-24000000.0,16000000000.0,1.6,POSITIVE
2341556493092.7954,68175440356375.64,-3240000000000.0,2130000000000000.0,2.57,POSITIVE
51795319.27697088,1200981938.2506945,-206000000.0,36500000000.0,12.95,POSITIVE
30613836.782139003,879214736.5342003,-72900000.0,29500000000.0,4.51,POSITIVE
3170157227268.0513,92145450412224.56,-2950000000000.0,2850000000000000.0,-0.599,POSITIVE
10493220.98747519,302793745.9393376,-196000.0,9250000000.0,6.31,NEUTRAL
36535230.5526765,1093950369.3540473,-187000000.0,38200000000.0,4.27,NEUTRAL
841461705231.2031,24419839907616.01,-197000000000.0,752000000000000.0,-69.85,NEGATIVE
14091435.914601436,356746787.48635584,-8580000.0,12200000000.0,1.2850000000000001,POSITIVE
11027545.706827985,318660161.8289427,-46300000.0,9620000000.0,8.93,NEUTRAL
11061017.91375671,327468168.30572087,-18900000.0,11300000000.0,7.17,NEUTRAL
1102018826354.2053,31878258378145.125,-44600000.0,943000000000000.0,-37.150000000000006,NEGATIVE
8547284134895.752,248221404110145.12,-10500000000000.0,7490000000000000.0,0.09095,NEGATIVE
9862119433010.053,285899629211171.0,-2220000000000.0,8530000000000000.0,0.5449999999999999,NEGATIVE
2231081075719.6885,64713402224477.0,-2660000000000.0,1940000000000000.0,11.350000000000001,POSITIVE
34880140.28440539,1018195405.2210776,-96300000.0,32500000000.0,7.87,NEUTRAL
402320491.360799,7922957955.677512,-260000000.0,226000000000.0,-269.0,NEGATIVE
1117908174465.5962,44187518208427.58,-66100000.0,1810000000000000.0,-166.0,POSITIVE
11891657.305339081,366118786.9661547,-80600000.0,13600000000.0,5.7,NEUTRAL
320607136674.29266,9297813284990.55,-315000000000.0,275000000000000.0,-3.045,NEGATIVE
18280587.177086785,600793927.3946867,-187000000.0,23500000000.0,6.135,NEUTRAL
72681982.02635324,2369693157.5768466,-55100000.0,92900000000.0,2.9450000000000003,POSITIVE
20290664.19574014,490795434.8984172,-32700000.0,18700000000.0,0.7595000000000001,POSITIVE
766023337323.7882,22622857500182.85,-1340000000000.0,766000000000000.0,4.37,NEGATIVE
21074671.91769961,608804829.7608554,-30200000.0,17700000000.0,4.285,NEUTRAL
15525171.701350676,440821446.696266,-6270000.0,14100000000.0,4.93,NEUTRAL
57686864.686584,2080778510.9356916,-443000000.0,84400000000.0,0.5245,POSITIVE
142048632.06894025,3397430916.733911,-734000000.0,110000000000.0,1.67,POSITIVE
4959789431315.307,144137578115686.34,-3920000000000.0,4440000000000000.0,-0.8420000000000001,NEGATIVE
921411017540.3615,26699390817271.312,-76100000000.0,783000000000000.0,1.52,NEGATIVE
13179559.07746041,374196009.6609712,-151.0,11700000000.0,2.1,POSITIVE
1878355302782.3918,54744423991851.93,-2380000000000.0,1730000000000000.0,2.16,POSITIVE
292623469844.70233,8469449303638.1,-7120000.0,250000000000000.0,-44.1,POSITIVE
4368976383973.486,127197626378343.88,-1720000000000.0,4030000000000000.0,-0.39,NEGATIVE
27202058.420947284,803876664.6534712,-149000000.0,27000000000.0,6.8,NEUTRAL
47914831.69818697,1654773559.5770001,-265000000.0,66800000000.0,7.49,POSITIVE
28470148.228690535,837639185.2471161,-72100000.0,28200000000.0,5.57,NEUTRAL
14639803.87782227,426084202.5364587,-67100000.0,12600000000.0,6.51,NEUTRAL
1027203021390.407,29778345581777.324,-146000000000.0,900000000000000.0,-8.93,NEGATIVE
10413360291699.053,318416242846175.44,-5120000000000.0,1.17e+16,6.845,POSITIVE
16724916.73231299,464232111.1030531,-8810000.0,13600000000.0,0.293,POSITIVE
361537738621.3491,10452796061197.396,-320000000.0,308000000000000.0,-124.5,NEGATIVE
102439272.52151579,2460070498.0925794,-9100000.0,72900000000.0,6.0600000000000005,POSITIVE
8542194374842.893,247314924122002.56,-126000000.0,7180000000000000.0,-2.48,NEGATIVE
640021553902.5499,18720069441525.45,-940000000000.0,606000000000000.0,0.378,NEGATIVE
14438076.702515839,425525319.67703354,-37300.0,14600000000.0,6.79,NEUTRAL
2496440475310.905,81548599753030.86,-54000000.0,3190000000000000.0,-61.4,POSITIVE
722435674091.0996,19918713215190.426,-1070000000000.0,591000000000000.0,-30.4,NEGATIVE
468371717794.37195,13678597982624.324,-670000000.0,446000000000000.0,-131.0,NEGATIVE
27000325.36769077,848374940.4740651,-164000000.0,33000000000.0,11.3,NEUTRAL
16516441.765514797,479469214.17086893,-98100000.0,13900000000.0,5.15,NEUTRAL
16039771.42274651,470967264.5726059,-17300000.0,15800000000.0,6.59,NEUTRAL
93570671740.3409,2908080925514.96,-76000000000.0,109000000000000.0,0.804,NEGATIVE
482451462559.753,13987192463865.127,-436000000000.0,408000000000000.0,-69.4,NEGATIVE
24756666.115084022,692389345.2043911,-7140000.0,21600000000.0,-0.11815,POSITIVE
8101448829300.854,235084704285443.8,-10500000000000.0,6890000000000000.0,0.492,NEGATIVE
7485830348760.386,217100373060501.4,-4700000.0,6700000000000000.0,-2.85,NEGATIVE
387794923554.4441,11395548684637.045,-83200.0,382000000000000.0,-82.0,POSITIVE
533854927807.8805,15568556641835.035,-746000000000.0,495000000000000.0,-84.25,NEGATIVE
182060084213260.28,5472892251014306.0,-125000000000000.0,1.95e+17,27.55,POSITIVE
613250801070.6968,17807022614917.766,-1110000000000.0,532000000000000.0,-137.0,NEGATIVE
118514421215.17879,3432513672376.2188,-22000000.0,103000000000000.0,-51.849999999999994,NEGATIVE
6104946.011793182,151738131.63826457,-14500000.0,4640000000.0,-0.112,POSITIVE
68622339.35150293,1541916008.0700283,-84600000.0,52400000000.0,10.0,POSITIVE
15765125.529282456,455951235.3100133,-36300000.0,13900000000.0,6.135,NEUTRAL
17486270.8814235,484803505.32228816,-18900000.0,15500000000.0,5.81,NEUTRAL
123608564.09300685,4396551821.412452,-1120000000.0,179000000000.0,8.440000000000001,POSITIVE
39908260.98304257,848637908.912338,-43700000.0,23100000000.0,3.8,POSITIVE
22175257.052834548,678537047.4970839,-150000000.0,25500000000.0,3.66,POSITIVE
4923895521268.161,142967998230154.1,-5600000000000.0,4340000000000000.0,-7.17,NEGATIVE
917640236830.453,26595547120227.438,-432000000000.0,779000000000000.0,-14.45,NEGATIVE
2515013201981.6313,72861967698310.88,-162000000.0,2210000000000000.0,-5.029999999999999,NEGATIVE
351020091.8175478,9968206820.562387,-2550000000.0,349000000000.0,7.265000000000001,NEUTRAL
168191248797.26614,2964594037990.6646,-191000000000.0,85000000000000.0,-2.53,POSITIVE
22423900.06688281,750068936.5182649,-17600000.0,30100000000.0,-2.395,POSITIVE
13233967.084840322,372203473.52300346,-163000.0,12400000000.0,2.84,POSITIVE
21655772.128434908,688784587.0180658,-124000000.0,26800000000.0,2.8449999999999998,POSITIVE
5539447.082243276,126640402.04624622,-35300000.0,4330000000.0,1.165,POSITIVE
176459493116.89825,7246082183273.912,-625000000000.0,297000000000000.0,-15.45,POSITIVE
2366613749728.488,69818969491096.41,-3260000000000.0,2360000000000000.0,0.017565,NEGATIVE
18823223.565224856,547506031.7735842,-100000000.0,18900000000.0,5.225,NEUTRAL
1650161815.0780702,37547418596.89943,-7110000000.0,1200000000000.0,0.5880000000000001,POSITIVE
888712728537.4747,26360110129013.664,-232000000000.0,910000000000000.0,-19.3,POSITIVE
54480165.76203469,1120233156.8548934,-22000000.0,28000000000.0,7.380000000000001,POSITIVE
12506994.51163791,365995853.9071772,-295000.0,12400000000.0,6.779999999999999,NEUTRAL
431394500147.315,12577820062991.004,-246000000000.0,402000000000000.0,-0.5615,NEGATIVE
595080104878.5627,17281244449519.148,-693000000000.0,523000000000000.0,-19.5,POSITIVE
1495009786879.5896,45489504665756.73,-63600000.0,1660000000000000.0,-0.9319999999999999,NEGATIVE
3442419180.08223,72144494007.84877,-9780000000.0,1900000000000.0,4.12,POSITIVE
251996682953.21484,7423204598422.556,-395000000000.0,249000000000000.0,1.07,NEGATIVE
32058108915.276054,931330667352.7998,-35700000000.0,28600000000000.0,-0.1215,NEGATIVE
808515904662.2247,23879709764791.68,-35400000000.0,814000000000000.0,2.76,NEGATIVE
756269213439.8905,21886124893019.97,-15100.0,638000000000000.0,-16.450000000000003,NEGATIVE
483442709693.9249,14236929515218.541,-607000000000.0,478000000000000.0,-17.85,POSITIVE
27022857.64377178,839214129.2244824,-219000000.0,32200000000.0,-0.63,POSITIVE
14745144.221271984,382393800.7948175,-28400000.0,12700000000.0,13.0,NEUTRAL
1054818289723.8004,30511192007625.234,-86400000.0,895000000000000.0,-50.2,NEGATIVE
560803601191.9271,16649766533367.762,-1190000000000.0,573000000000000.0,-2.5700000000000003,NEGATIVE
32894889.51017382,950310897.2428062,-2400.0,29800000000.0,6.4,NEUTRAL
16640470.075464332,483019064.1437557,-72400000.0,14300000000.0,4.4350000000000005,NEUTRAL
10442477.224227926,314453170.9162048,-517000.0,11400000000.0,7.27,NEUTRAL
584653321.0875055,16087303364.405704,-3370000000.0,490000000000.0,4.27,NEUTRAL
2692229255430.37,78210905441234.92,-3830000000000.0,2370000000000000.0,-1.68,NEGATIVE
15269615.594963083,426634728.2933064,-43800000.0,12900000000.0,2.05,POSITIVE
23884779.713631175,688633375.2577674,-73900.0,21500000000.0,9.5,NEUTRAL
224165332245.8037,6130391610962.394,-517000000000.0,197000000000000.0,-12.55,POSITIVE
1424512279576.4814,41236803852386.24,-66900000.0,1230000000000000.0,-6.7,NEGATIVE
28271959.295947626,730563212.119575,-166000000.0,24600000000.0,1.9,POSITIVE
24620806.802813213,712201590.5337083,-68900000.0,22000000000.0,-1.3399999999999999,NEUTRAL
20674580.888565548,693755732.1264602,-51800000.0,27500000000.0,6.3100000000000005,NEUTRAL
63408321.542132415,1882848526.640343,-493000000.0,63700000000.0,6.54,NEUTRAL
14254238.820434278,419698907.4785669,-101000000.0,14700000000.0,2.855,POSITIVE
9472547.026970662,275778321.6011602,-39500000.0,8980000000.0,9.379999999999999,NEUTRAL
3399253548166.0044,99611609569789.92,-5280000000000.0,3260000000000000.0,-1.84,POSITIVE
142609443.1516806,5231160512.642423,-1180000000.0,213000000000.0,1.84,POSITIVE
1496378964115.7437,43387991164245.08,-333000000000.0,1340000000000000.0,2.425,NEGATIVE
5043573935846.651,146430009280089.84,-5150000000000.0,4450000000000000.0,2.155,NEGATIVE
117450889997.48528,3406563591623.607,-4350000.0,105000000000000.0,-45.3,NEGATIVE
8213236870406.265,238392031051998.47,-7490000000000.0,7200000000000000.0,-1.53,NEGATIVE
2341522284189.3994,68175442377999.33,-3270000000000.0,2130000000000000.0,1.75,POSITIVE
8164775605320.452,236912874610303.72,-4350000000000.0,7200000000000000.0,-3.75,NEGATIVE
22408515.40301394,663635033.6725645,-61600000.0,22700000000.0,7.695,NEUTRAL
2473499634834.9785,71747674449805.11,-17700000.0,2220000000000000.0,-1.0205,NEGATIVE
598622643609.0315,17323210336101.451,-78200000.0,517000000000000.0,-1.0265,NEGATIVE
14539375.190332482,420028704.9545595,-2920000.0,13800000000.0,5.675000000000001,NEUTRAL
15862838.37969801,471663257.9333861,-5050000.0,17300000000.0,2.365,POSITIVE
11535508017.465014,237369510723.55377,-11200000000.0,7570000000000.0,0.09095,POSITIVE
46021041.16681902,1429880447.0075285,-329000000.0,53300000000.0,4.32,NEUTRAL
36956590.665669374,1170867474.205807,-229000000.0,45000000000.0,2.3200000000000003,POSITIVE
14605961.745326024,426791771.79771036,-104000000.0,13100000000.0,4.025,NEUTRAL
1159495306086.5107,33633697655298.48,-1220000000000.0,1020000000000000.0,-4.98,NEGATIVE
6924216.565110889,201353724.3708499,-8810000.0,6420000000.0,7.38,NEUTRAL
19702778.503577743,589406187.3858534,-65400000.0,20800000000.0,7.805,NEUTRAL
1321668199023.7817,40181530351101.17,-1870000000000.0,1460000000000000.0,5.765000000000001,POSITIVE
392195154972.85754,11410960024064.191,-123000000000.0,359000000000000.0,-25.65,POSITIVE
809862147346.5195,23517375897449.914,-876000000000.0,714000000000000.0,-89.3,NEGATIVE
44901632.02588044,1296944545.1675303,-206000.0,40800000000.0,5.245,NEUTRAL
58340412280.08504,1803109064982.862,-69700000000.0,67200000000000.0,-9.535,NEGATIVE
